Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
nothing,"anything, something, never, heard",0.1288324413,2705,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2706,true,Negative,"",""
NO WAITING FOR THE INK TO DRY,"dry, waiting, paint, need",0.2792664072,2707,true,Positive,"",""
Quality,"price, quality, cost, innovative",0.0705531831,2708,true,Positive,"",""
not something I'd have a use for,"anything, something, never, heard",0.2277262097,2709,true,Negative,"",""
Dries quickly,"quick, materials, dries, surfaces",0.1517804078,2710,true,Positive,"",""
the fast drying time,"pigments, fast, drying, convenient",0.1829451435,2711,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2712,true,Negative,"",""
I don't know.  I have never looked for or used similar products before.  I do not craft or stencil.,"product, products, never, innovative",0.4317850771,2713,true,Neutral,"",""
"don't know, not a crafter","love, shirts, idea, iron",0.1631375396,2714,true,Negative,"",""
It dries with an iron,"iron, heat, seal, permanent",0.0446233096,2715,true,Positive,"",""
"the spray part, fast drying, and heat application","heat, seal, rather, results",0.1875509428,2716,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2717,true,Negative,"",""
"not an artist....couldn't tell you, never seen it before.","art, artist, painted, price",0.1506936889,2718,true,Negative,"",""
Heat seal,"heat, seal, sealed, immediately",0.0737506645,2719,true,Positive,"",""
fast drying.,"pigments, fast, drying, convenient",0.1493740841,2720,true,Positive,"",""
It would make me do more crafts,"never, clear, exactly, next",0.2425641759,2721,true,Positive,"",""
HEAT SEAL,"heat, seal, sealed, immediately",0.0737506645,2722,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2723,true,Positive,"",""
I have no idea what this is.,"never, clear, exactly, next",0.1288633897,2724,true,Negative,"",""
Not sure,"anything, something, never, heard",0.1852348634,2725,true,Neutral,"",""
quick drying,"quick, materials, dries, surfaces",0.2004378729,2726,true,Positive,"",""
nothing to me,"anything, something, never, heard",0.1288324413,2727,true,Negative,"",""
"able to put design on clothing, iron and use right away",off-topic,0.2886724493,2728,true,Positive,"",""
acid free,"acid, free, heat, print",0.0948676897,2729,true,Positive,"",""
don't know,"love, shirts, idea, iron",0.1153556605,2730,true,Neutral,"",""
none,none,0.0287608299,2731,true,Negative,"",""
It's fast drying aspect and ability to be sealed and made permanent with an ironing make it different,"different, type, aspect, even",0.453860811,2732,true,Positive,"",""
Its in a hand held bottle so I assume it will be very simple to use and less messy.,"different, type, aspect, even",0.4444333964,2733,true,Positive,"",""
no more waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,2734,true,Positive,"",""
unsure,"never, clear, exactly, next",0.0902241664,2735,true,Neutral,"",""
jgj hghjg hjg hj,off-topic,0.0245276237,2736,"","","",""
It contains no acid and it dosent take long fror it todry once you use it. It can be used on clothing and when heated with a iron it is sealed onto fabric permaantly.,off-topic,0.3784050074,2737,true,Positive,"",""
heat sealing,"heat, seal, sealed, immediately",0.0705522712,2738,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,2739,true,Negative,"",""
you don't have to wait for it to dry,"dry, waiting, paint, need",0.1340015689,2740,true,Positive,"",""
quick to dry,"dry, waiting, paint, need",0.1256708689,2741,true,Positive,"",""
none,none,0.0287608299,2742,true,Negative,"",""
Spray it on,"quick, materials, dries, surfaces",0.1078593875,2743,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,2744,true,Positive,"",""
na,na,0.0221823949,2745,true,Negative,"",""
no more waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,2746,true,Positive,"",""
10 different colorsw,"different, type, aspect, even",0.1779050814,2747,true,Positive,"",""
fast drying abiltiey,"pigments, fast, drying, convenient",0.1829451435,2748,true,Positive,"",""
Heat seals with an iron and becomes permanent.,"iron, heat, seal, permanent",0.1430541028,2749,true,Positive,"",""
that it is in a spray form,"different, type, aspect, even",0.1202756387,2750,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,2751,true,Positive,"",""
fast drying paint,"right, fast, away, drying",0.2043834615,2752,true,Positive,"",""
it seals using heat rather than waiting to dry.,"heat, seal, rather, results",0.3142944421,2753,true,Positive,"",""
amazing way to paint,off-topic,0.0931715215,2754,true,Positive,"",""
would be fun,"never, clear, exactly, next",0.0896927481,2755,true,Positive,"",""
not waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,2756,true,Positive,"",""
product to do DIY Screening pattern. Dries quickly and its acid free. So it can be used in any surface including paper.,off-topic,0.3587777425,2757,true,Positive,"",""
Sprays to stencil. Innovative way to use a product,"product, products, never, innovative",0.1762255503,2758,true,Positive,"",""
na,na,0.0221823949,2759,true,Negative,"",""
none,none,0.0287608299,2760,true,Negative,"",""
"Heat with iron,acid free,great for paper's and paper and we can think of a lot of reason's to use it.love the idea.","love, shirts, idea, iron",0.4497226236,2761,true,Positive,"",""
fun,"never, clear, exactly, next",0.0896927481,2762,true,Positive,"",""
SCREEN PRINTED LOOK,"printed, screen, print, look",0.1620057655,2763,true,Positive,"",""
na,na,0.0221823949,2764,true,Negative,"",""
n/a,off-topic,0.0,2765,true,Negative,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,2766,true,Positive,"",""
"The most innovative thing about this product is that there is ""No more waiting for paint to dry"".","product, products, never, innovative",0.3896383474,2767,true,Positive,"",""
Heat seal,"heat, seal, sealed, immediately",0.0737506645,2768,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2769,true,Positive,"",""
Everything about this product is innovative. I have never heard of anything like this before.,"never, clear, exactly, next",0.4124741078,2770,true,Positive,"",""
"If you are ""crafty"" it is probably good, I do not make craft items,","never, clear, exactly, next",0.3737150198,2771,true,Neutral,"",""
price,"price, quality, cost, innovative",0.0555724485,2772,true,Positive,"",""
kjhvkghcjhfcjfdxzgs,off-topic,0.0,2773,"","","",""
Can be heat sealed and is dry immediately and is acid-free.,"heat, seal, sealed, immediately",0.218830129,2774,true,Positive,"",""
na,na,0.0221823949,2775,true,Negative,"",""
no wait dry,"dry, waiting, paint, need",0.1340015689,2776,true,Positive,"",""
how easy and fast it is to use,"right, fast, away, drying",0.2305734274,2777,true,Positive,"",""
ten gorgeous fast drying pigments,"right, fast, away, drying",0.201407599,2778,true,Positive,"",""
"I am able to use the product on clothing, get a perfect look on clothing, posters, staionary and more","never, clear, exactly, next",0.5075054082,2779,true,Positive,"",""
permanent,off-topic,0.0062382053,2780,true,Positive,"",""
sprayer,off-topic,0.0,2781,true,Positive,"",""
"acid free, quick drying","acid, free, heat, print",0.1478693362,2782,true,Positive,"",""
na,na,0.0221823949,2783,true,Negative,"",""
don't know,"love, shirts, idea, iron",0.1153556605,2784,true,Neutral,"",""
Something I would not use.,"anything, something, never, heard",0.2277262097,2785,true,Negative,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2786,true,Positive,"",""
in jars I guess,"never, clear, exactly, next",0.1931227979,2787,true,Neutral,"",""
NA,na,0.0221823949,2788,true,Negative,"",""
that you can heat seal it with an iron,"iron, heat, seal, permanent",0.0916925402,2789,true,Positive,"",""
the drying method,off-topic,0.0780899738,2790,true,Positive,"",""
can be used on variety of materials,"quick, materials, dries, surfaces",0.1736819858,2791,true,Positive,"",""
The ease of use.,off-topic,0.1713213686,2792,true,Positive,"",""
ink spraying easy to use.,"easy, way, quick, effecient",0.2808876209,2793,true,Positive,"",""
na,na,0.0221823949,2794,true,Negative,"",""
fast drying...,"pigments, fast, drying, convenient",0.1493740841,2795,true,Positive,"",""
screen-print look,"never, clear, exactly, next",0.1992322054,2796,true,Positive,"",""
HEAT SEAL WITH  IRON FOR DESIGNS,"iron, heat, seal, permanent",0.1290641566,2797,true,Positive,"",""
like,off-topic,0.0,2798,true,Positive,"",""
"Acid free multi-surface archival ink sprayers,fast drying pigments.","acid, free, heat, print",0.2468697026,2799,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,2800,true,Neutral,"",""
no waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,2801,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2802,true,Positive,"",""
"spray on, iron to seal","iron, heat, seal, permanent",0.0516347437,2803,true,Positive,"",""
Not sure; I don't do stencilling work.,"anything, something, never, heard",0.2928820353,2804,true,Neutral,"",""
it's unique,off-topic,0.0748445357,2805,true,Positive,"",""
The variety of pigments (10).,"clothing, fabrics, well, brand",0.1486795089,2806,true,Positive,"",""
Product is acid free and dries quick to make art projects a little easier to complete.,"art, artist, painted, price",0.2234143692,2807,true,Positive,"",""
I like the packaging,"clothing, fabrics, well, brand",0.1382820878,2808,true,Positive,"",""
don't have to wait for paint to dry,"dry, waiting, paint, need",0.1904220524,2809,true,Positive,"",""
The heat seal is innovative. The idea that you get a screen printed look is attractive.,"heat, seal, rather, results",0.4977710351,2810,true,Positive,"",""
I have never used any product like this so I'm not really sure.,"product, products, never, innovative",0.3604937137,2811,true,Neutral,"",""
Quick dry,"dry, waiting, paint, need",0.1256708689,2812,true,Positive,"",""
Fast drying,"pigments, fast, drying, convenient",0.1493740841,2813,true,Positive,"",""
to each his own,off-topic,0.0,2814,true,Neutral,"",""
IT LOOKS EASY TO USE.,"easy, way, quick, effecient",0.3226128376,2815,true,Positive,"",""
quick to dry,"dry, waiting, paint, need",0.1256708689,2816,true,Positive,"",""
i dont know what this is,"love, shirts, idea, iron",0.1631323062,2817,true,Negative,"",""
great,off-topic,0.0,2818,true,Positive,"",""
Its a spray!,"quick, materials, dries, surfaces",0.1525362087,2819,true,Positive,"",""
I have no idea.,"never, clear, exactly, next",0.1288633897,2820,true,Negative,"",""
Nothing,"anything, something, never, heard",0.1288324413,2821,true,Negative,"",""
NH,off-topic,0.0132459572,2822,"","","",""
"Faster, don't need paint to be dry","different, type, aspect, even",0.2908537179,2823,true,Positive,"",""
"The heat activation and the professional look along with the easy on method makes this item and company know what they are doing. stencil-1 should stay on top with products like this, i mean spray and iron, just like starching my own clothes!","product, products, never, innovative",0.5039392619,2824,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,2825,true,Positive,"",""
fast and efficient,"different, type, aspect, even",0.1331058968,2826,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2827,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2828,true,Negative,"",""
not sure,"anything, something, never, heard",0.1309808281,2829,true,Neutral,"",""
not really,off-topic,0.0,2830,true,Negative,"",""
able to use stencils on your walls,off-topic,0.1310527533,2831,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2832,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2833,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2834,true,Negative,"",""
The spray feature.,off-topic,0.0544046168,2835,true,Positive,"",""
"Heat seal with iron on fabric, don't have to wait for it to dry,.","iron, heat, seal, permanent",0.1558844677,2836,true,Positive,"",""
The way to heat seal the paint with an iron.,"iron, heat, seal, permanent",0.1239738483,2837,true,Positive,"",""
It is fast drying and comes in attractive colors,"right, fast, away, drying",0.3202452064,2838,true,Positive,"",""
"You already asked me about this product, but I will repeat/paraphrase. I have not shopped for this type of product before so I have no idea what else is on the market to know how innovative this is, but I do like the idea of ""screen-printed look"" permanent design.","love, shirts, idea, iron",0.6075745289,2839,true,Neutral,"",""
This product is acid free and looks easy to use as it is a spray.,"acid, free, heat, print",0.2761242309,2840,true,Positive,"",""
n/a,off-topic,0.0,2841,true,Negative,"",""
Fast drying best seaxled,"pigments, fast, drying, convenient",0.2112468556,2842,true,Positive,"",""
Acid-Free Dry's fast.  10 colors to choose from.,"colors, 10, pigment, color",0.2165919579,2843,true,Positive,"",""
heat sealing technology,off-topic,0.0423054405,2844,true,Positive,"",""
"The most innovative is that it dries so fast. Normally, you have to wait a bit for designs to dry before you can add other colors to your creation. Also, you have to be really careful not to smear the paint by not picking it up too early before it has had time to dry (waiting is a pain also).","different, type, aspect, even",0.6346497201,2845,true,Positive,"",""
You can heat seal it,"love, shirts, idea, iron",0.1827862779,2846,true,Positive,"",""
heat seal with an iron instead of waiting for it to dry,"iron, heat, seal, permanent",0.1953371313,2847,true,Positive,"",""
I don't have a use for this,off-topic,0.0,2848,true,Negative,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2849,true,Positive,"",""
I have never used this product but if I were to it seems like it would be an easy and efficent product,"product, products, never, innovative",0.4058605829,2850,true,Positive,"",""
"You get a screen-printed look with the ease of stenciling on clothing, posters, and stationery.","love, shirts, idea, iron",0.3002503103,2851,true,Positive,"",""
THE COLORS AND THE SQUEEZE BOTTLES,"colors, 10, pigment, color",0.1818629445,2852,true,Positive,"",""
"nothing, colors maybe","colors, 10, pigment, color",0.1655273267,2853,true,Negative,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,2854,true,Positive,"",""
It's free of chemicals,"acid, free, heat, print",0.1363300866,2855,true,Positive,"",""
I don't really know it makes screen prints but yeah right like I could make it actually LOOK like a screen print,"right, fast, away, drying",0.5179993384,2856,true,Negative,"",""
spray,"quick, materials, dries, surfaces",0.1078593875,2857,true,Positive,"",""
"fast drying, heat seal with an iron","iron, heat, seal, permanent",0.1234776219,2858,true,Positive,"",""
None,none,0.0287608299,2859,true,Negative,"",""
nothing at all,"anything, something, never, heard",0.1288324413,2860,true,Negative,"",""
Immediately dry!,"dry, waiting, paint, need",0.1437109977,2861,true,Positive,"",""
Boring,"never, clear, exactly, next",0.1130971137,2862,true,Negative,"",""
multisurface!,off-topic,0.0,2863,true,Positive,"",""
Ink sprayer for screen-printing fabrics. It is fast drying.,"right, fast, away, drying",0.317591461,2864,true,Positive,"",""
versatility,off-topic,0.0607178741,2865,true,Positive,"",""
you can heat seal with and iron and my girls can make their own designs,"iron, heat, seal, permanent",0.2273673305,2866,true,Positive,"",""
"spray the ink on and press with an iron, it will be done in seconds and won't wash out like standard paint does",off-topic,0.1575728553,2867,true,Positive,"",""
spray,"quick, materials, dries, surfaces",0.1078593875,2868,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,2869,true,Neutral,"",""
Extreme versitility of product,"iron, heat, seal, permanent",0.1013162987,2870,true,Positive,"",""
not needed,"different, type, aspect, even",0.1089556577,2871,true,Negative,"",""
nonono waitwaitwait xesign,off-topic,0.0,2872,true,Positive,"",""
Ease of stenciling,off-topic,0.1398833117,2873,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2874,true,Negative,"",""
screen printed look without the process,"different, type, aspect, even",0.2999108767,2875,true,Positive,"",""
stencil clothes with iron,"iron, heat, seal, permanent",0.060390246,2876,true,Positive,"",""
Not waiting for the paint to dry,"dry, waiting, paint, need",0.2150710673,2877,true,Positive,"",""
NO MORE WAITING FOR PAINT TO DRY,"dry, waiting, paint, need",0.2845122791,2878,true,Positive,"",""
ok,off-topic,0.0248631393,2879,true,Neutral,"",""
Its innovative because it is quick drying on clothing.,"clothing, fabrics, well, brand",0.2222942107,2880,true,Positive,"",""
fast drying and convenient,"pigments, fast, drying, convenient",0.2003140624,2881,true,Positive,"",""
Multisurface archival ink sprayers,"colors, 10, pigment, color",0.1160711655,2882,true,Positive,"",""
I've never seen a fabric paint that supposedly looks like screen printed ink. This could be awesome,"never, clear, exactly, next",0.4886234165,2883,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2884,true,Positive,"",""
"Multisurface sprayer, fast drying pigments","pigments, fast, drying, convenient",0.2537084195,2885,true,Positive,"",""
heat seal properties,off-topic,0.0670713411,2886,true,Positive,"",""
"The ability to spray paint in to a stencil instead of painting with a brush, and its quck drying.","art, artist, painted, price",0.2306350172,2887,true,Positive,"",""
screen printed look with the ease of stenciling,"printed, screen, print, look",0.2212709278,2888,true,Positive,"",""
fast drying and acid free,"acid, free, heat, print",0.156420645,2889,true,Positive,"",""
acid free,"acid, free, heat, print",0.0948676897,2890,true,Positive,"",""
spray application and quick dry,off-topic,0.1390597301,2891,true,Positive,"",""
pigments,"colors, 10, pigment, color",0.0797507397,2892,true,Positive,"",""
Heat sealed with an iron,"iron, heat, seal, permanent",0.0810680095,2893,true,Positive,"",""
It gives a screen- printed look for a fraction of the cost to have it professionally done. It is also iron on,"iron, heat, seal, permanent",0.34381995,2894,true,Positive,"",""
Fast drying,"pigments, fast, drying, convenient",0.1493740841,2895,true,Positive,"",""
spray bottle,"quick, materials, dries, surfaces",0.1748636026,2896,true,Positive,"",""
"That there is no more waiting for the paint to dry, is acid free gives a screen printed look","acid, free, heat, print",0.3918887448,2897,true,Positive,"",""
acid free and can spray the ink,"acid, free, heat, print",0.1628808734,2898,true,Positive,"",""
Fast drying time,"pigments, fast, drying, convenient",0.1829451435,2899,true,Positive,"",""
do not know,"love, shirts, idea, iron",0.1153556605,2900,true,Neutral,"",""
"Ink sprayers, fast drying","pigments, fast, drying, convenient",0.2346835054,2901,true,Positive,"",""
"Everything about it. Mulisurface, fast drying  Heat sealing","heat, seal, sealed, immediately",0.2597309291,2902,true,Positive,"",""
no wait time for it to dry,"dry, waiting, paint, need",0.1641177343,2903,true,Positive,"",""
heat seal the paint,"heat, seal, sealed, immediately",0.1070290865,2904,true,Positive,"",""
no more waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,2905,true,Positive,"",""
dont know,"love, shirts, idea, iron",0.1631323062,2906,true,Neutral,"",""
nothing,"anything, something, never, heard",0.1288324413,2907,true,Negative,"",""
Not my thing,"love, shirts, idea, iron",0.1639301202,2908,true,Negative,"",""
na,na,0.0221823949,2909,true,Negative,"",""
never used stencils so I don't know,"anything, something, never, heard",0.2816481642,2910,true,Neutral,"",""
Dont know,"love, shirts, idea, iron",0.1631323062,2911,true,Neutral,"",""
Quick dry,"dry, waiting, paint, need",0.1256708689,2912,true,Positive,"",""
ease and fast-drying,off-topic,0.1398833117,2913,true,Positive,"",""
sprayers,off-topic,0.0,2914,true,Positive,"",""
have no interest in this product,off-topic,0.0786070385,2915,true,Negative,"",""
acid free and good for clothing,"acid, free, heat, print",0.2271634999,2916,true,Positive,"",""
spray bottle,"quick, materials, dries, surfaces",0.1748636026,2917,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2918,true,Negative,"",""
The fact that it is sprayable paint that is not aerosole.,"never, clear, exactly, next",0.2565820566,2919,true,Positive,"",""
The fast drying ability,"different, type, aspect, even",0.2340893789,2920,true,Positive,"",""
n/a,off-topic,0.0,2921,true,Negative,"",""
Easy way to stencil,"easy, way, quick, effecient",0.2152665425,2922,true,Positive,"",""
"that it is a spray , easier to use","different, type, aspect, even",0.2289550776,2923,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2924,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2925,true,Negative,"",""
Nothing,"anything, something, never, heard",0.1288324413,2926,true,Negative,"",""
Nothing,"anything, something, never, heard",0.1288324413,2927,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2928,true,Negative,"",""
It can be immediately heat sealed.,"heat, seal, sealed, immediately",0.166015402,2929,true,Positive,"",""
it looks delicous,"never, clear, exactly, next",0.1721839417,2930,true,Positive,"",""
screen printed look with out going into a shop,"printed, screen, print, look",0.2626957765,2931,true,Positive,"",""
fast drying paint,"right, fast, away, drying",0.2043834615,2932,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,2933,true,Positive,"",""
I don't stencil so I have no point of reference to compare it with so I can't know.,off-topic,0.1745459906,2934,true,Neutral,"",""
na,na,0.0221823949,2935,true,Negative,"",""
"acid free, eat sealed","acid, free, heat, print",0.1841885193,2936,true,Positive,"",""
FOR STENCILS,off-topic,0.0832566536,2937,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2938,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2939,true,Negative,"",""
its archival quality,"price, quality, cost, innovative",0.0979499822,2940,true,Positive,"",""
none,none,0.0287608299,2941,true,Negative,"",""
you don't have to wit forit to dry,"dry, waiting, paint, need",0.1457562031,2942,true,Positive,"",""
no wait time for paint to dry,"dry, waiting, paint, need",0.2198804464,2943,true,Positive,"",""
multisurface,off-topic,0.0,2944,true,Positive,"",""
No waiting for paint to dry,"dry, waiting, paint, need",0.2150710673,2945,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2946,true,Negative,"",""
makes stenciling easier than using a brush,"different, type, aspect, even",0.2558923755,2947,true,Positive,"",""
is good,"never, clear, exactly, next",0.1417634854,2948,true,Positive,"",""
You don't have to wait for the paint to dry.,"love, shirts, idea, iron",0.1818096871,2949,true,Positive,"",""
don't know not familiar with these types of products,"product, products, never, innovative",0.20054547,2950,true,Neutral,"",""
design,off-topic,0.0253084111,2951,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2952,true,Negative,"",""
acid-free,off-topic,0.0,2953,true,Positive,"",""
Fast drying,"pigments, fast, drying, convenient",0.1493740841,2954,true,Positive,"",""
alot,off-topic,0.0,2955,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2956,true,Negative,"",""
no waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,2957,true,Positive,"",""
spray,"quick, materials, dries, surfaces",0.1078593875,2958,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,2959,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,2960,true,Negative,"",""
No use for this product,"product, products, never, innovative",0.1216680956,2961,true,Negative,"",""
The paint drys quickly.,"art, artist, painted, price",0.2325108279,2962,true,Positive,"",""
acid free multisurface,"acid, free, heat, print",0.1161887164,2963,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2964,true,Negative,"",""
Acid free and heat sealable,"acid, free, heat, print",0.1561269967,2965,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2966,true,Negative,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,2967,true,Positive,"",""
"If my wife wanted to use this product, it would be fun for her to play with. I'm not into this sort of thing.",off-topic,0.2205199891,2968,true,Neutral,"",""
"that the product allows for fast use of the applied item, instead of waiting for the paints to dry and or cure for daily usual useage","printed, screen, print, look",0.4077562405,2969,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,2970,true,Negative,"",""
The fact that it is quick drying.  That's a good thing.,"never, clear, exactly, next",0.391333119,2971,true,Positive,"",""
acid free mulitsurface archival in sprayers     no more waiting for paint to dry   screen printed look,"acid, free, heat, print",0.369151495,2972,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,2973,true,Negative,"",""
nothing for me,"anything, something, never, heard",0.1288324413,2974,true,Negative,"",""
It was mentioned twice.  Still don't want it.,off-topic,0.094814746,2975,true,Negative,"",""
It is acid=free.  No more waiting for paint to dry.  It is easy to use with fast drying pigments.,"acid, free, heat, print",0.3875044553,2976,true,Positive,"",""
I'm not sure that it is innovative,"price, quality, cost, innovative",0.1635188496,2977,true,Negative,"",""
quick drying,"quick, materials, dries, surfaces",0.2004378729,2978,true,Positive,"",""
This is good for people who like to redecorate and paint.,"never, clear, exactly, next",0.3667073556,2979,true,Positive,"",""
"""No more waiting for paint to dry.""","dry, waiting, paint, need",0.2150710673,2980,true,Positive,"",""
dk,off-topic,0.0073709954,2981,true,Neutral,"",""
acid free multi surface,off-topic,0.1417033097,2982,true,Positive,"",""
acid free,"acid, free, heat, print",0.0948676897,2983,true,Positive,"",""
I am not sure as I basically no nothing about this type of product,"different, type, aspect, even",0.1674199433,2984,true,Neutral,"",""
nothing,"anything, something, never, heard",0.1288324413,2985,true,Negative,"",""
n/a,off-topic,0.0,2986,true,Negative,"",""
n/a,off-topic,0.0,2987,true,Negative,"",""
NA,na,0.0221823949,2988,true,Negative,"",""
quick and easy,"easy, way, quick, effecient",0.1929508901,2989,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,2990,true,Negative,"",""
"Fast drying, heat sealing.","heat, seal, sealed, immediately",0.1374211968,2991,true,Positive,"",""
I do not know,"love, shirts, idea, iron",0.1631375396,2992,true,Neutral,"",""
nothing. its PAINT.,"art, artist, painted, price",0.1826590998,2993,true,Negative,"",""
screen print look,"printed, screen, print, look",0.1555459076,2994,true,Positive,"",""
not seen anything like it,"never, clear, exactly, next",0.1886093827,2995,true,Positive,"",""
"easy to use, small, 10 colors","colors, 10, pigment, color",0.1667600335,2996,true,Positive,"",""
fast and easy,"right, fast, away, drying",0.1882624151,2997,true,Positive,"",""
ink sprayer,"colors, 10, pigment, color",0.1065903343,2998,true,Positive,"",""
Clothing designs,"clothing, fabrics, well, brand",0.0979273248,2999,true,Positive,"",""
nothing it seems messy,"anything, something, never, heard",0.2084570462,3000,true,Negative,"",""
Versitile,off-topic,0.0,3001,true,Positive,"",""
neat product,off-topic,0.0405268969,3002,true,Positive,"",""
No more waiting for paint to dry,"dry, waiting, paint, need",0.2150710673,3003,true,Positive,"",""
acid free which I look for on paper or fabric and fast drying,"acid, free, heat, print",0.2643960049,3004,true,Positive,"",""
nothing innovating,"anything, something, never, heard",0.1852436059,3005,true,Negative,"",""
No use for it.,off-topic,0.0,3006,true,Negative,"",""
Small size spray paint can be used on cloth,off-topic,0.0779384759,3007,true,Positive,"",""
An ink spray that can be heat sealed.  I think kids would have fun with this one.,"heat, seal, sealed, immediately",0.3806609832,3008,true,Positive,"",""
it can be applied to clothing and dtied quickly,"different, type, aspect, even",0.2055899102,3009,true,Positive,"",""
Everything!,"anything, something, never, heard",0.1290051261,3010,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,3011,true,Negative,"",""
"can be used on clothes, posters etc.","different, type, aspect, even",0.2220837634,3012,true,Positive,"",""
I guess it's fast drying,"pigments, fast, drying, convenient",0.2537248544,3013,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,3014,true,Negative,"",""
It is easy to apply and would dry quickly with iron,"iron, heat, seal, permanent",0.1551468971,3015,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,3016,true,Positive,"",""
it is for multi-surfaces,off-topic,0.0,3017,true,Positive,"",""
for artists,off-topic,0.0172591667,3018,true,Neutral,"",""
quick drying,"quick, materials, dries, surfaces",0.2004378729,3019,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,3020,true,Negative,"",""
"nothing, I have absolutely no use for this product","product, products, never, innovative",0.222066189,3021,true,Negative,"",""
FAST DRYING,"pigments, fast, drying, convenient",0.1493740841,3022,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,3023,true,Positive,"",""
That it works on clothing,off-topic,0.0493521479,3024,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,3025,true,Positive,"",""
I might or might not use these.,"never, clear, exactly, next",0.2260464851,3026,true,Neutral,"",""
not artist,"art, artist, painted, price",0.0172796046,3027,true,Neutral,"",""
Its for multisurface,off-topic,0.0,3028,true,Positive,"",""
"I am not a big user of this type of product so cannot say what is more innovative or not, but the product sounds good.",off-topic,0.3233811604,3029,true,Neutral,"",""
spray on,"quick, materials, dries, surfaces",0.1078593875,3030,true,Positive,"",""
No waiting for paint to dry.,"dry, waiting, paint, need",0.2150710673,3031,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,3032,true,Neutral,"",""
nothing,"anything, something, never, heard",0.1288324413,3033,true,Negative,"",""
quick drying,"quick, materials, dries, surfaces",0.2004378729,3034,true,Positive,"",""
it is a quick drying stencil,"quick, materials, dries, surfaces",0.2467314291,3035,true,Positive,"",""
fun,"never, clear, exactly, next",0.0896927481,3036,true,Positive,"",""
7i7.7.,off-topic,0.0,3037,"","","",""
nothing,"anything, something, never, heard",0.1288324413,3038,true,Negative,"",""
heat seal paint great for fabric crafts,"heat, seal, sealed, immediately",0.1745350734,3039,true,Positive,"",""
